x,y,z,chlorophyll,conductivity,depth,dissolved_oxygen(% Sat),dissolved_oxygen(mg/L),ammonia_nitrogen,salinity,algal_protein,total_dissolved_solids,turbidity,temperature,PH,longitude,latitude,PH(mv),gcj_lon,gcj_lat
13434656.82,3671900.689,-0.257,2.29,298.64,0.257,69.64,5.68,2.69,0.14,0.733,191.65,11.01,25.673,7.77,120.6855756,31.30099201,-125.67,120.6898663,31.29892263
13434654.37,3671903.722,-0.258,2.4,239.43,0.258,69.67,5.68,2.69,0.11,0.733,153.66,12,25.673,7.77,120.6855536,31.30101529,-125.69,120.6898443,31.29894588
13434652.02,3671906.746,-0.257,2.37,351.6,0.257,69.71,5.68,2.69,0.16,0.743,225.64,16.48,25.672,7.77,120.6855325,31.3010385,-125.7,120.6898231,31.29896906
13434649.51,3671909.756,-0.257,2.43,363.82,0.257,69.73,5.69,2.7,0.17,0.763,233.48,12.91,25.673,7.77,120.6855099,31.30106161,-125.72,120.6898005,31.29899214
13434647.05,3671912.666,-0.257,2.59,327.99,0.257,69.75,5.69,2.7,0.15,0.783,210.49,14.21,25.673,7.77,120.6854878,31.30108394,-125.72,120.6897783,31.29901444
13434644.65,3671915.758,-0.257,2.66,320.6,0.257,69.77,5.69,2.68,0.15,0.793,205.74,12.7,25.673,7.77,120.6854663,31.30110768,-125.73,120.6897568,31.29903815
13434642.17,3671918.814,-0.257,2.71,353.05,0.257,69.79,5.69,2.7,0.17,0.823,226.57,22.38,25.673,7.77,120.685444,31.30113113,-125.74,120.6897345,31.29906157
13434639.7,3671921.771,-0.257,2.64,353.25,0.257,69.8,5.69,2.7,0.17,0.823,226.69,11.69,25.674,7.77,120.6854218,31.30115383,-125.74,120.6897122,31.29908423
13434637.32,3671924.85,-0.257,2.73,322.22,0.257,69.8,5.69,2.7,0.15,0.813,206.78,14.91,25.674,7.77,120.6854004,31.30117746,-125.74,120.6896908,31.29910783
13434634.83,3671927.898,-0.257,2.73,348.39,0.257,69.8,5.69,2.69,0.16,0.853,223.58,10.78,25.674,7.77,120.6853781,31.30120086,-125.73,120.6896684,31.2991312
13434632.5,3671930.892,-0.257,2.7,391.34,0.257,69.8,5.69,2.7,0.18,0.863,251.14,11.26,25.674,7.77,120.6853571,31.30122384,-125.73,120.6896474,31.29915415
13434630.16,3671934.045,-0.257,2.7,381.8,0.257,69.81,5.69,2.7,0.18,0.853,245.01,43.25,25.675,7.77,120.6853361,31.30124804,-125.73,120.6896264,31.29917832
13434627.71,3671936.997,-0.257,2.79,321.55,0.257,69.82,5.69,2.7,0.15,0.843,206.35,10.3,25.675,7.77,120.6853141,31.3012707,-125.72,120.6896043,31.29920095
13434625.32,3671939.958,-0.257,2.74,359.19,0.257,69.82,5.69,2.7,0.17,0.813,230.5,11.05,25.676,7.77,120.6852926,31.30129343,-125.7,120.6895828,31.29922365
13434622.95,3671943.106,-0.257,2.47,318.78,0.257,69.84,5.69,2.7,0.15,0.793,204.56,28.77,25.677,7.77,120.6852713,31.30131759,-125.69,120.6895614,31.29924778
13434620.46,3671946.078,-0.257,2.55,358.09,0.257,69.85,5.7,2.69,0.17,0.763,229.79,13.18,25.678,7.77,120.685249,31.3013404,-125.67,120.6895391,31.29927056
13434618.13,3671949.099,-0.257,2.45,325.91,0.257,69.86,5.7,2.7,0.15,0.763,209.13,12.52,25.678,7.77,120.685228,31.30136359,-125.65,120.689518,31.29929372
13434615.9,3671952.232,-0.257,2.45,353.43,0.257,69.86,5.7,2.7,0.17,0.753,226.79,14.87,25.679,7.77,120.685208,31.30138764,-125.62,120.689498,31.29931774
13434613.41,3671955.2,-0.258,2.37,353.46,0.258,69.84,5.7,2.7,0.17,0.713,226.8,11.05,25.68,7.77,120.6851856,31.30141042,-125.59,120.6894756,31.29934049
13434611.15,3671958.225,-0.258,2.43,334.67,0.258,69.84,5.69,2.7,0.16,0.693,214.74,10.86,25.68,7.77,120.6851653,31.30143364,-125.58,120.6894552,31.29936368
13434608.94,3671961.364,-0.257,2.6,377.73,0.257,69.84,5.69,2.7,0.18,0.733,242.37,38.04,25.681,7.77,120.6851455,31.30145773,-125.57,120.6894354,31.29938774
13434606.49,3671964.377,-0.258,2.61,324.63,0.258,69.85,5.7,2.7,0.15,0.733,208.3,13.49,25.682,7.77,120.6851235,31.30148086,-125.57,120.6894133,31.29941084
13434604.23,3671967.456,-0.258,2.66,338.75,0.258,69.86,5.7,2.69,0.16,0.763,217.35,13.82,25.683,7.77,120.6851032,31.30150449,-125.57,120.689393,31.29943444
13434602,3671970.6,-0.257,2.6,335.54,0.257,69.89,5.7,2.7,0.16,0.793,215.29,13.4,25.684,7.77,120.6850831,31.30152862,-125.57,120.6893729,31.29945855
13434599.64,3671973.614,-0.258,2.71,331.16,0.258,69.94,5.7,2.7,0.15,0.763,212.47,13.89,25.685,7.77,120.6850619,31.30155176,-125.59,120.6893516,31.29948166
13434597.48,3671976.796,-0.258,2.64,360.31,0.258,70,5.71,2.71,0.17,0.773,231.18,14.1,25.686,7.77,120.6850425,31.30157618,-125.62,120.6893322,31.29950605
13434595.2,3671979.943,-0.258,2.56,352.97,0.258,70.04,5.71,2.7,0.17,0.793,226.46,15.82,25.687,7.77,120.6850221,31.30160034,-125.64,120.6893117,31.29953018
13434592.83,3671982.973,-0.258,2.6,344.13,0.258,70.07,5.71,2.7,0.16,0.853,220.79,10.96,25.687,7.77,120.6850008,31.30162359,-125.67,120.6892904,31.2995534
13434590.62,3671986.171,-0.258,2.59,327.4,0.258,70.1,5.71,2.71,0.15,0.873,210.05,11.79,25.688,7.77,120.6849809,31.30164814,-125.71,120.6892705,31.29957792
13434588.44,3671989.409,-0.258,2.69,350.17,0.258,70.13,5.72,2.69,0.16,0.883,224.66,14,25.688,7.77,120.6849613,31.30167299,-125.76,120.6892508,31.29960275
13434586.04,3671992.503,-0.258,2.68,327.36,0.258,70.15,5.72,2.7,0.15,0.853,210.02,75.59,25.689,7.77,120.6849398,31.30169674,-125.8,120.6892293,31.29962647
13434583.92,3671995.702,-0.258,2.72,373.14,0.258,70.14,5.72,2.7,0.18,0.863,239.39,13.85,25.689,7.77,120.6849207,31.3017213,-125.83,120.6892102,31.299651
13434581.67,3671998.892,-0.258,2.68,352.74,0.258,70.12,5.72,2.7,0.17,0.873,226.3,56.4,25.689,7.77,120.6849005,31.30174578,-125.85,120.6891899,31.29967545
13434579.36,3672001.981,-0.258,2.64,350.05,0.258,70.12,5.72,2.7,0.16,0.853,224.57,12.02,25.689,7.77,120.6848798,31.30176949,-125.88,120.6891692,31.29969913
13434577.17,3672005.239,-0.258,2.68,325.06,0.258,70.12,5.72,2.69,0.15,0.863,208.54,14.14,25.69,7.77,120.6848601,31.3017945,-125.9,120.6891494,31.29972412
13434574.89,3672008.313,-0.258,2.73,328.46,0.258,70.1,5.72,2.7,0.15,0.883,210.73,13.29,25.69,7.77,120.6848396,31.30181809,-125.9,120.6891289,31.29974768
13434572.75,3672011.581,-0.258,2.68,328.98,0.258,70.07,5.71,2.7,0.15,0.853,211.05,14.76,25.69,7.77,120.6848204,31.30184318,-125.9,120.6891097,31.29977274
13434570.64,3672014.862,-0.258,2.66,351.51,0.258,70.04,5.71,2.7,0.16,0.833,225.51,14.53,25.689,7.77,120.6848014,31.30186836,-125.89,120.6890906,31.2997979
13434568.48,3672017.787,-0.258,2.56,398.27,0.258,70.03,5.71,2.7,0.19,0.803,255.51,10.02,25.69,7.77,120.684782,31.30189081,-125.88,120.6890712,31.29982032
13434567.02,3672020.133,-0.258,2.52,394.1,0.258,70.02,5.71,2.71,0.19,0.773,252.83,10.35,25.69,7.77,120.6847689,31.30190882,-125.89,120.6890581,31.29983831
13434565.89,3672022.427,-0.258,2.37,401.65,0.258,70,5.71,2.71,0.19,0.763,257.68,10.72,25.69,7.77,120.6847588,31.30192643,-125.88,120.6890479,31.29985591
13434564.88,3672024.812,-0.258,2.34,403.79,0.258,69.98,5.7,2.71,0.19,0.723,259.05,10.82,25.69,7.77,120.6847497,31.30194473,-125.88,120.6890388,31.2998742
13434563.72,3672027.029,-0.258,2.32,404.74,0.258,69.97,5.7,2.71,0.19,0.713,259.66,10.77,25.69,7.77,120.6847393,31.30196175,-125.86,120.6890284,31.29989121
13434562.32,3672029.206,-0.258,2.32,405.36,0.258,69.96,5.7,2.71,0.19,0.673,260.06,10.81,25.689,7.77,120.6847267,31.30197846,-125.86,120.6890158,31.2999079
13434561.05,3672031.481,-0.258,2.23,405.81,0.258,69.93,5.7,2.71,0.19,0.613,260.35,10.68,25.689,7.77,120.6847153,31.30199592,-125.86,120.6890044,31.29992535
13434560.06,3672033.842,-0.258,2.24,407.09,0.258,69.89,5.7,2.71,0.19,0.593,261.17,10.66,25.688,7.77,120.6847064,31.30201404,-125.84,120.6889954,31.29994346
13434558.91,3672036.166,-0.258,2.29,407.48,0.258,69.82,5.69,2.71,0.19,0.553,261.43,10.6,25.687,7.77,120.6846961,31.30203188,-125.81,120.6889851,31.29996129
13434557.67,3672038.485,-0.258,2.3,407.83,0.258,69.71,5.68,2.72,0.19,0.563,261.66,10.51,25.686,7.77,120.6846849,31.30204968,-125.77,120.6889739,31.29997907
13434556.64,3672040.932,-0.258,2.3,407.88,0.258,69.59,5.67,2.72,0.19,0.553,261.7,10.37,25.685,7.77,120.6846757,31.30206846,-125.72,120.6889647,31.29999784
13434555.6,3672043.326,-0.258,2.39,408,0.258,69.46,5.66,2.72,0.19,0.523,261.78,10.29,25.684,7.77,120.6846663,31.30208684,-125.67,120.6889553,31.30001621
13434554.37,3672045.531,-0.258,2.41,408.01,0.258,69.32,5.65,2.72,0.19,0.513,261.79,10.19,25.683,7.77,120.6846553,31.30210376,-125.59,120.6889442,31.30003312
13434552.98,3672047.726,-0.258,2.44,408.07,0.258,69.18,5.64,2.72,0.19,0.523,261.83,10.09,25.682,7.77,120.6846428,31.30212061,-125.5,120.6889317,31.30004995
13434551.7,3672049.934,-0.258,2.47,407.98,0.258,69.07,5.63,2.72,0.19,0.513,261.78,10.19,25.681,7.77,120.6846313,31.30213756,-125.42,120.6889202,31.30006689
13434550.74,3672052.29,-0.258,2.51,408.03,0.258,68.96,5.62,2.73,0.19,0.513,261.82,10.24,25.681,7.77,120.6846227,31.30215564,-125.34,120.6889116,31.30008496
13434549.51,3672054.497,-0.258,2.48,407.93,0.258,68.86,5.61,2.73,0.19,0.513,261.75,10.36,25.68,7.76,120.6846116,31.30217258,-125.24,120.6889005,31.30010189
13434548.19,3672056.683,-0.258,2.46,407.95,0.258,68.77,5.61,2.73,0.19,0.523,261.77,10.41,25.68,7.76,120.6845998,31.30218936,-125.15,120.6888886,31.30011865
13434546.88,3672058.962,-0.258,2.46,407.85,0.258,68.7,5.6,2.73,0.19,0.523,261.71,10.42,25.679,7.76,120.684588,31.30220685,-125.07,120.6888768,31.30013613
13434545.56,3672061.295,-0.258,2.37,407.69,0.258,68.64,5.6,2.73,0.19,0.503,261.61,10.49,25.679,7.76,120.6845761,31.30222476,-125.01,120.6888649,31.30015402
13434544.29,3672063.574,-0.258,2.37,407.63,0.258,68.58,5.59,2.73,0.19,0.503,261.57,10.6,25.679,7.76,120.6845647,31.30224225,-124.94,120.6888535,31.3001715
13434543.2,3672065.954,-0.258,2.24,407.57,0.258,68.52,5.59,2.74,0.19,0.513,261.53,10.75,25.679,7.76,120.6845549,31.30226052,-124.9,120.6888437,31.30018976
13434542.09,3672068.294,-0.258,2.15,407.44,0.258,68.46,5.58,2.74,0.19,0.503,261.44,10.82,25.679,7.76,120.684545,31.30227848,-124.86,120.6888337,31.3002077
13434540.61,3672070.539,-0.258,2.06,407.35,0.258,68.35,5.57,2.74,0.19,0.493,261.38,10.93,25.68,7.76,120.6845317,31.30229571,-124.83,120.6888204,31.30022492
13434539.4,3672072.845,-0.258,2.01,407.15,0.258,68.2,5.56,2.74,0.19,0.493,261.25,11.2,25.68,7.76,120.6845208,31.30231341,-124.8,120.6888095,31.3002426
13434538.11,3672075.031,-0.258,2.01,406.89,0.258,68.02,5.55,2.74,0.19,0.533,261.08,11.47,25.681,7.76,120.6845092,31.30233019,-124.76,120.6887979,31.30025937
13434536.96,3672077.23,-0.258,2.05,406.96,0.258,67.83,5.53,2.74,0.19,0.563,261.11,11.73,25.683,7.75,120.6844989,31.30234707,-124.72,120.6887875,31.30027624
13434535.9,3672079.514,-0.258,2.04,406.88,0.258,67.65,5.51,2.74,0.19,0.553,261.05,12.02,25.685,7.75,120.6844894,31.3023646,-124.68,120.688778,31.30029375
13434534.9,3672081.829,-0.258,2.04,406.73,0.258,67.51,5.5,2.74,0.19,0.553,260.95,12.16,25.688,7.75,120.6844804,31.30238237,-124.66,120.688769,31.30031151
13434533.78,3672084.07,-0.258,2.05,406.55,0.258,67.47,5.5,2.74,0.19,0.553,260.81,12.31,25.691,7.75,120.6844703,31.30239957,-124.64,120.6887589,31.3003287
13434532.63,3672086.369,-0.258,2.04,406.65,0.258,67.51,5.5,2.74,0.19,0.573,260.87,12.54,25.694,7.75,120.68446,31.30241722,-124.64,120.6887486,31.30034634
13434531.57,3672088.66,-0.258,2,406.66,0.258,67.63,5.51,2.74,0.19,0.583,260.86,12.53,25.696,7.75,120.6844505,31.3024348,-124.66,120.6887391,31.30036391
13434530.24,3672091.203,-0.258,2.01,406.71,0.258,67.82,5.53,2.73,0.19,0.593,260.89,12.52,25.697,7.75,120.6844385,31.30245432,-124.7,120.688727,31.30038342
13434528.93,3672093.945,-0.258,2.05,406.54,0.258,68.11,5.55,2.73,0.19,0.603,260.77,12.51,25.699,7.75,120.6844267,31.30247537,-124.76,120.6887152,31.30040445
13434527.53,3672096.638,-0.258,2.11,406.27,0.258,68.45,5.58,2.73,0.19,0.583,260.59,12.57,25.7,7.76,120.6844142,31.30249604,-124.85,120.6887027,31.30042511
13434526.29,3672099.419,-0.258,2.12,405.23,0.258,68.83,5.61,2.73,0.19,0.593,259.92,12.65,25.702,7.76,120.684403,31.30251738,-124.97,120.6886915,31.30044643
13434524.69,3672102.742,-0.258,2.19,351.87,0.258,69.23,5.64,2.71,0.16,0.593,225.68,13.04,25.703,7.76,120.6843887,31.30254289,-125.12,120.6886771,31.30047193
13434522.84,3672106.021,-0.258,2.39,360.47,0.258,69.62,5.67,2.72,0.17,0.633,231.19,13.81,25.706,7.76,120.684372,31.30256806,-125.29,120.6886604,31.30049708
13434521.2,3672109.359,-0.258,2.58,381.53,0.258,70.03,5.71,2.72,0.18,0.663,244.68,12.43,25.709,7.77,120.6843573,31.30259368,-125.5,120.6886457,31.30052268
13434519.79,3672112.843,-0.258,2.6,380.31,0.258,70.41,5.74,2.7,0.18,0.693,243.88,13.81,25.712,7.77,120.6843446,31.30262042,-125.73,120.688633,31.30054941
13434517.97,3672116.113,-0.258,2.66,368.64,0.258,70.75,5.76,2.71,0.17,0.743,236.39,12.91,25.715,7.78,120.6843283,31.30264552,-125.96,120.6886166,31.30057449
13434516.56,3672119.613,-0.258,2.79,380.01,0.258,71.05,5.79,2.71,0.18,0.773,243.67,13.53,25.718,7.78,120.6843156,31.30267238,-126.2,120.6886039,31.30060133
13434515.02,3672123.024,-0.258,2.81,392.32,0.258,71.34,5.81,2.7,0.18,0.843,251.55,14.28,25.72,7.78,120.6843018,31.30269856,-126.44,120.6885901,31.3006275
13434513.32,3672126.372,-0.258,2.74,258.72,0.258,71.62,5.84,2.71,0.12,0.883,165.88,14.4,25.721,7.79,120.6842865,31.30272426,-126.68,120.6885747,31.30065318
13434511.9,3672129.963,-0.258,2.82,346.74,0.258,71.89,5.86,2.7,0.16,0.883,222.32,12.8,25.722,7.79,120.6842738,31.30275182,-126.93,120.688562,31.30068073
13434510.32,3672133.419,-0.258,2.9,393.06,0.258,72.15,5.88,2.7,0.18,0.923,252.01,19.35,25.723,7.8,120.6842596,31.30277835,-127.17,120.6885478,31.30070724
13434508.92,3672136.956,-0.258,3,366.74,0.258,72.39,5.9,2.69,0.17,0.923,235.14,13.51,25.722,7.8,120.684247,31.3028055,-127.42,120.6885352,31.30073438
13434507.5,3672140.538,-0.258,3.03,357.56,0.258,72.61,5.92,2.69,0.17,0.933,229.25,13.7,25.722,7.81,120.6842342,31.30283299,-127.63,120.6885224,31.30076185
13434506.02,3672144.031,-0.258,3.07,328.35,0.258,72.79,5.93,2.68,0.15,0.953,210.53,14.57,25.721,7.81,120.6842209,31.3028598,-127.83,120.688509,31.30078865
13434504.68,3672147.614,-0.258,3.07,364.3,0.258,72.92,5.94,2.69,0.17,0.963,233.59,12.08,25.719,7.81,120.6842089,31.3028873,-128,120.688497,31.30081614
13434503.6,3672151.289,-0.258,3.04,358.1,0.258,73.03,5.95,2.68,0.17,0.933,229.62,12.12,25.718,7.81,120.6841992,31.30291551,-128.16,120.6884873,31.30084434
13434502.26,3672154.907,-0.258,3.04,357.7,0.258,73.1,5.96,2.68,0.17,0.943,229.37,14.39,25.716,7.82,120.6841872,31.30294328,-128.29,120.6884753,31.3008721
13434501.07,3672158.494,-0.258,2.98,363.35,0.258,73.13,5.96,2.68,0.17,0.953,233,19.28,25.714,7.82,120.6841765,31.30297081,-128.4,120.6884645,31.30089962
13434500,3672162.259,-0.258,3.02,351.35,0.258,73.17,5.96,2.67,0.16,0.993,225.31,12.9,25.712,7.82,120.6841669,31.30299971,-128.51,120.6884549,31.30092851
13434498.84,3672165.784,-0.258,3.11,349.36,0.258,73.19,5.97,2.67,0.16,0.973,224.04,12.36,25.711,7.82,120.6841564,31.30302677,-128.6,120.6884444,31.30095556
13434498.02,3672169.53,-0.258,3.07,346.5,0.258,73.21,5.97,2.67,0.16,0.993,222.21,14.48,25.709,7.82,120.6841491,31.30305552,-128.67,120.6884371,31.30098431
13434497.39,3672173.356,-0.258,3.03,318.89,0.258,73.23,5.97,2.66,0.15,1.013,204.51,46.93,25.708,7.82,120.6841434,31.30308489,-128.72,120.6884314,31.30101368
13434496.53,3672177.036,-0.258,3.04,385.54,0.258,73.23,5.97,2.67,0.18,0.993,247.27,10.75,25.706,7.82,120.6841357,31.30311313,-128.75,120.6884237,31.30104192
13434496.21,3672180.69,-0.258,3.03,387.34,0.258,73.21,5.97,2.67,0.18,1.003,248.43,11.62,25.705,7.83,120.6841328,31.30314118,-128.76,120.6884208,31.30106998
13434496.58,3672184.468,-0.258,3,370.21,0.258,73.19,5.97,2.66,0.17,0.993,237.44,12.86,25.703,7.83,120.6841361,31.30317018,-128.77,120.6884241,31.30109899
13434497.01,3672188.037,-0.258,2.94,397.6,0.258,73.17,5.96,2.67,0.19,0.963,255.02,14.53,25.702,7.83,120.68414,31.30319757,-128.78,120.688428,31.3011264
13434498.68,3672190.372,-0.258,2.89,399.67,0.258,73.16,5.96,2.67,0.19,0.943,256.36,11.47,25.7,7.83,120.684155,31.30321549,-128.8,120.688443,31.30114436
13434501.77,3672190.723,-0.258,2.81,401.62,0.258,73.13,5.96,2.67,0.19,0.923,257.61,11.02,25.699,7.83,120.6841828,31.30321819,-128.81,120.6884709,31.30114711
13434505.19,3672190.858,-0.258,2.83,357.92,0.258,73.1,5.96,2.67,0.17,0.933,229.58,13.35,25.698,7.83,120.6842135,31.30321922,-128.82,120.6885016,31.3011482
13434508.64,3672192.237,-0.258,2.8,343.21,0.258,73.08,5.96,2.66,0.16,0.923,220.15,13.83,25.698,7.83,120.6842445,31.30322981,-128.81,120.6885327,31.30115885
13434511.93,3672193.403,-0.258,2.85,353.3,0.258,73.06,5.95,2.67,0.17,0.903,226.62,30.15,25.698,7.83,120.684274,31.30323876,-128.8,120.6885623,31.30116786
13434515.57,3672194.007,-0.258,2.78,316.43,0.258,73.02,5.95,2.66,0.15,0.903,202.98,11.37,25.698,7.83,120.6843067,31.30324339,-128.78,120.688595,31.30117255
13434519.11,3672194.911,-0.258,2.8,357.6,0.258,72.95,5.95,2.66,0.17,0.883,229.38,12.34,25.698,7.82,120.6843385,31.30325033,-128.75,120.6886269,31.30117955
13434522.54,3672196.158,-0.258,2.84,355.76,0.258,72.86,5.94,2.66,0.17,0.873,228.2,13.2,25.698,7.82,120.6843693,31.3032599,-128.72,120.6886578,31.30118918
13434526.13,3672197.024,-0.257,2.69,321.84,0.257,72.75,5.93,2.66,0.15,0.873,206.44,12.34,25.698,7.82,120.6844016,31.30326655,-128.69,120.6886901,31.30119589
13434529.72,3672197.7,-0.257,2.75,376.62,0.257,72.64,5.92,2.66,0.18,0.893,241.58,13.78,25.699,7.82,120.6844338,31.30327174,-128.65,120.6887224,31.30120114
13434533.26,3672198.907,-0.257,2.77,279.67,0.257,72.55,5.91,2.66,0.13,0.853,179.39,13.52,25.699,7.82,120.6844656,31.303281,-128.61,120.6887543,31.30121047
13434536.62,3672200.036,-0.257,2.79,383.63,0.257,72.46,5.91,2.65,0.18,0.853,246.08,13.18,25.698,7.82,120.6844958,31.30328967,-128.56,120.6887845,31.3012192
13434540.3,3672200.772,-0.257,2.72,328.67,0.257,72.38,5.9,2.65,0.15,0.803,210.82,14.01,25.698,7.82,120.6845289,31.30329532,-128.5,120.6888177,31.30122491
13434543.81,3672201.858,-0.257,2.68,384.37,0.257,72.32,5.89,2.66,0.18,0.803,246.56,14.49,25.697,7.82,120.6845604,31.30330365,-128.45,120.6888493,31.3012333
13434547.19,3672203.078,-0.257,2.71,355.43,0.257,72.26,5.89,2.66,0.17,0.813,228,14,25.696,7.82,120.6845908,31.30331302,-128.39,120.6888797,31.30124273
13434550.81,3672203.89,-0.257,2.58,269.26,0.257,72.21,5.89,2.66,0.13,0.783,172.73,14.08,25.695,7.82,120.6846233,31.30331925,-128.34,120.6889123,31.30124902
13434554.35,3672204.852,-0.257,2.6,360.6,0.257,72.15,5.88,2.66,0.17,0.763,231.32,13.59,25.693,7.82,120.6846551,31.30332663,-128.27,120.6889441,31.30125647
13434557.76,3672206.11,-0.257,2.51,380.51,0.257,72.08,5.88,2.66,0.18,0.753,244.11,13.3,25.691,7.82,120.6846857,31.30333629,-128.22,120.6889748,31.30126619
13434561.32,3672206.906,-0.257,2.35,383.87,0.257,72.02,5.87,2.67,0.18,0.733,246.27,13.28,25.69,7.81,120.6847177,31.3033424,-128.17,120.6890069,31.30127236
13434564.9,3672207.749,-0.257,2.35,390.86,0.257,71.97,5.87,2.66,0.18,0.713,250.77,14.31,25.688,7.81,120.6847499,31.30334887,-128.11,120.6890391,31.30127889
13434568.35,3672208.937,-0.257,2.43,382.2,0.257,71.92,5.86,2.67,0.18,0.703,245.22,12.4,25.686,7.81,120.6847809,31.30335799,-128.06,120.6890702,31.30128807
13434571.89,3672209.703,-0.256,2.33,378.46,0.256,71.88,5.86,2.67,0.18,0.693,242.82,12.38,25.685,7.81,120.6848127,31.30336387,-128.02,120.6891021,31.30129401
13434575.43,3672210.334,-0.256,2.25,333.41,0.256,71.86,5.86,2.66,0.16,0.703,213.92,12.61,25.684,7.81,120.6848445,31.30336871,-127.97,120.6891339,31.30129891
13434578.84,3672211.656,-0.256,2.3,351.68,0.256,71.84,5.86,2.67,0.16,0.683,225.65,12.97,25.684,7.81,120.6848751,31.30337886,-127.92,120.6891646,31.30130912
13434582.21,3672212.735,-0.256,2.38,373.45,0.256,71.83,5.86,2.66,0.18,0.653,239.62,13.08,25.683,7.81,120.6849054,31.30338714,-127.88,120.689195,31.30131746
13434585.84,3672213.328,-0.256,2.41,344.51,0.256,71.82,5.86,2.66,0.16,0.663,221.05,13.73,25.682,7.81,120.684938,31.30339169,-127.84,120.6892276,31.30132207
13434589.32,3672214.317,-0.256,2.5,368.63,0.256,71.82,5.86,2.66,0.17,0.653,236.53,13.06,25.681,7.81,120.6849692,31.30339928,-127.79,120.6892589,31.30132972
13434592.71,3672215.485,-0.256,2.56,394.29,0.256,71.83,5.86,2.67,0.19,0.663,253,13.06,25.681,7.81,120.6849997,31.30340825,-127.77,120.6892895,31.30133875
13434596.26,3672216.283,-0.256,2.57,369.68,0.256,71.83,5.86,2.67,0.17,0.653,237.21,13.09,25.681,7.81,120.6850316,31.30341437,-127.75,120.6893214,31.30134494
13434599.81,3672217.259,-0.256,2.61,387.84,0.256,71.83,5.86,2.67,0.18,0.633,248.87,12.51,25.68,7.81,120.6850635,31.30342186,-127.72,120.6893534,31.30135249
13434603.3,3672218.395,-0.256,2.56,345.32,0.256,71.83,5.86,2.67,0.16,0.603,221.58,12.46,25.681,7.81,120.6850948,31.30343058,-127.71,120.6893847,31.30136127
13434606.84,3672219.257,-0.256,2.49,374.02,0.256,71.83,5.86,2.67,0.18,0.583,239.99,12.46,25.681,7.81,120.6851266,31.3034372,-127.7,120.6894166,31.30136795
13434610.49,3672220.025,-0.256,2.48,349.37,0.256,71.84,5.86,2.66,0.16,0.593,224.17,12.09,25.682,7.81,120.6851594,31.30344309,-127.69,120.6894495,31.3013739
13434614.04,3672221.019,-0.256,2.51,342.59,0.256,71.86,5.86,2.66,0.16,0.603,219.82,12.66,25.682,7.81,120.6851913,31.30345072,-127.68,120.6894814,31.3013816
13434617.54,3672221.898,-0.256,2.54,348.76,0.256,71.88,5.86,2.67,0.16,0.623,223.78,12.38,25.683,7.81,120.6852227,31.30345747,-127.68,120.6895129,31.30138841
13434621.13,3672222.514,-0.256,2.55,393.76,0.256,71.93,5.86,2.67,0.19,0.603,252.65,12.41,25.683,7.81,120.685255,31.3034622,-127.68,120.6895453,31.3013932
13434624.67,3672223.472,-0.256,2.64,278.99,0.256,71.98,5.87,2.66,0.13,0.583,179,12.63,25.684,7.81,120.6852868,31.30346955,-127.69,120.6895771,31.30140061
13434628.14,3672224.406,-0.256,2.63,387.25,0.256,72.05,5.87,2.67,0.18,0.583,248.47,12.62,25.684,7.81,120.685318,31.30347672,-127.7,120.6896084,31.30140784
13434631.73,3672225.058,-0.256,2.61,370.55,0.256,72.13,5.88,2.66,0.17,0.603,237.76,12.65,25.683,7.81,120.6853502,31.30348172,-127.72,120.6896407,31.3014129
13434635.31,3672225.997,-0.256,2.68,360.17,0.256,72.21,5.89,2.66,0.17,0.623,231.09,12.69,25.683,7.81,120.6853824,31.30348893,-127.73,120.6896729,31.30142017
13434638.82,3672226.861,-0.256,2.69,377.84,0.256,72.28,5.89,2.66,0.18,0.613,242.43,11.79,25.682,7.81,120.6854139,31.30349556,-127.76,120.6897045,31.30142686
13434642.4,3672227.469,-0.256,2.67,337.64,0.256,72.33,5.9,2.66,0.16,0.583,216.65,11.41,25.681,7.81,120.6854461,31.30350023,-127.77,120.6897368,31.30143159
13434645.93,3672228.371,-0.256,2.62,365.72,0.256,72.38,5.9,2.66,0.17,0.573,234.68,11.51,25.679,7.81,120.6854778,31.30350715,-127.78,120.6897685,31.30143858
13434649.38,3672229.258,-0.256,2.6,384.7,0.256,72.41,5.9,2.66,0.18,0.573,246.86,11.67,25.677,7.81,120.6855088,31.30351396,-127.79,120.6897996,31.30144545
13434652.99,3672229.719,-0.256,2.58,373.18,0.256,72.42,5.91,2.66,0.18,0.553,239.48,10.97,25.674,7.81,120.6855412,31.3035175,-127.8,120.6898321,31.30144905
13434656.47,3672230.459,-0.256,2.49,373.93,0.256,72.41,5.91,2.65,0.18,0.533,239.97,10.69,25.672,7.81,120.6855725,31.30352318,-127.79,120.6898634,31.30145479
13434659.89,3672231.555,-0.256,2.41,385.79,0.256,72.38,5.9,2.66,0.18,0.513,247.6,11.69,25.669,7.81,120.6856032,31.30353159,-127.78,120.6898942,31.30146326
13434663.48,3672232.12,-0.256,2.45,357.08,0.256,72.33,5.9,2.66,0.17,0.523,229.18,11.72,25.667,7.81,120.6856354,31.30353593,-127.77,120.6899264,31.30146766
13434667.03,3672232.635,-0.256,2.48,335.98,0.256,72.28,5.9,2.66,0.16,0.513,215.65,11.85,25.665,7.81,120.6856673,31.30353988,-127.74,120.6899584,31.30147167
